,Watershed,Subsubwatershed,Product,Areaini,Areareproj,Surfmax,Surfmin,Surfavg,max,min,avg,Surfcloudmax,Surfcloudmin,Surfcloudavg,Surfbadpixmax,Surfbadpixmin,Surfbadpixavg,date
116,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0536646683241194,0.0536646683241194,0.0536646683241194,0.403,0.403,0.403,3.005221426150689,1.824598723020061,2.414910074585375,0.0,0.0,0.0,2011-03-21
117,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.2146586732964777,0.2146586732964777,0.2146586732964777,0.439625,0.439625,0.439625,67.99313476665934,59.29945849815199,63.64629663240567,0.0,0.0,0.0,2017-08-28
118,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,43.52204601086088,39.55086055487603,41.53645328286845,0.0,0.0,0.0,2016-09-12
119,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0536646683241194,0.0536646683241194,0.0536646683241194,0.4491,0.4491,0.4491,3.810191451012481,1.8782633913441809,2.8442274211783305,0.0,0.0,0.0,2003-01-03
120,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0536646683241194,0.0,0.0268323341620597,0.4525,0.0,0.22625,12.074550372926875,7.566718233700842,9.82063430331386,0.0,0.0,0.0,2014-09-29
121,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-03-20
122,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0536646683241194,0.0,0.0268323341620597,0.0,0.0,0.0,2000-12-17
123,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-20
124,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,127.4535872697837,112.05182746076142,119.75270736527256,0.0,0.0,0.0,2013-06-09
125,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,59.40678783480023,52.80603363093354,56.10641073286688,0.0,0.0,0.0,2016-05-07
